Zone,Date,Temperature,ReportType
C,4/18/2019,16.7,FM-15
C,4/18/2019,17.8,FM-15
C,4/18/2019,17.8,FM-15
C,4/18/2019,17.8,FM-15
C,4/18/2019,18.3,FM-15
C,4/18/2019,18.9,FM-15
C,4/18/2019,20.6,FM-15
C,4/18/2019,22.8,FM-15
C,4/18/2019,23.3,FM-15
C,4/18/2019,23.9,FM-15
C,4/18/2019,24.4,FM-15
C,4/18/2019,25.6,FM-15
C,4/18/2019,25.6,FM-15
C,4/18/2019,25,FM-15
C,4/18/2019,23.9,FM-15
C,4/18/2019,22.2,FM-15
C,4/18/2019,20.6,FM-15
C,4/18/2019,20.6,FM-15
C,4/18/2019,19.4,FM-15
C,4/18/2019,18.9,FM-15
C,4/19/2019,16.7,FM-15
C,4/19/2019,5,SOD  
C,4/19/2019,16.7,FM-15
C,4/19/2019,16.1,FM-16
C,4/19/2019,15.6,FM-15
C,4/19/2019,15,FM-15
C,4/19/2019,14.4,FM-15
C,4/19/2019,14.4,FM-15
C,4/19/2019,15,FM-15
C,4/19/2019,15,FM-15
C,4/19/2019,16,FM-16
C,4/19/2019,15,FM-15
C,4/19/2019,14.4,FM-16
C,4/19/2019,13.3,FM-16
C,4/19/2019,10,FM-15
C,4/19/2019,8.9,FM-16
C,4/19/2019,8.3,FM-15
C,4/19/2019,8.9,FM-16
C,4/19/2019,8.9,FM-15
C,4/19/2019,10,FM-15
C,4/19/2019,10,FM-16
C,4/19/2019,10.6,FM-15
C,4/19/2019,10,FM-15
C,4/19/2019,8.9,FM-16
C,4/19/2019,7.2,FM-16
C,4/19/2019,7,FM-16
C,4/19/2019,7.2,FM-15
C,4/19/2019,7.2,FM-16
C,4/19/2019,7.2,FM-15
C,4/19/2019,6.1,FM-16
C,4/19/2019,6.1,FM-15
C,4/19/2019,6.1,FM-16
C,4/19/2019,6,FM-16
C,4/19/2019,6.1,FM-15
C,4/19/2019,6.1,FM-16
C,4/19/2019,6.1,FM-15
C,4/19/2019,6,FM-16
C,4/19/2019,6.1,FM-15
C,4/19/2019,6.7,FM-15
C,4/19/2019,8,FM-16
C,4/19/2019,7.8,FM-15
C,4/19/2019,7.8,FM-15
C,4/20/2019,6.7,FM-15
C,4/20/2019,5,SOD  
C,4/20/2019,6.7,FM-15
C,4/20/2019,6.1,FM-15
C,4/20/2019,6.1,FM-15
C,4/20/2019,5.6,FM-15
C,4/20/2019,5.6,FM-16
C,4/20/2019,5.6,FM-15
C,4/20/2019,5.6,FM-15
C,4/20/2019,5.6,FM-16
C,4/20/2019,6.1,FM-15
C,4/20/2019,6,FM-16
C,4/20/2019,6.7,FM-15
C,4/20/2019,7,FM-16
C,4/20/2019,6.7,FM-15
C,4/20/2019,7.2,FM-16
C,4/20/2019,8,FM-16
C,4/20/2019,8.3,FM-15
C,4/20/2019,8.9,FM-16
C,4/20/2019,9,FM-16
C,4/20/2019,9.4,FM-15
C,4/20/2019,11.1,FM-16
C,4/20/2019,11.1,FM-15
C,4/20/2019,12.2,FM-16
C,4/20/2019,13.3,FM-15
C,4/20/2019,12.8,FM-16
C,4/20/2019,13.9,FM-15
C,4/20/2019,15.6,FM-15
C,4/20/2019,15,FM-15
C,4/20/2019,14.4,FM-15
C,4/20/2019,13.3,FM-15
C,4/20/2019,11.1,FM-15
C,4/20/2019,9.4,FM-15
C,4/20/2019,8.3,FM-15
C,4/20/2019,7.2,FM-15
C,4/20/2019,7.2,FM-16
C,4/20/2019,6.7,FM-15
C,4/21/2019,6.1,FM-15
C,4/21/2019,5,SOD  
C,4/21/2019,6.1,FM-15
C,4/21/2019,6.1,FM-15
C,4/21/2019,6.1,FM-15
C,4/21/2019,6.7,FM-15
C,4/21/2019,6.7,FM-16
C,4/21/2019,6.7,FM-15
C,4/21/2019,6.7,FM-15
C,4/21/2019,6.7,FM-16
C,4/21/2019,6.7,FM-16
C,4/21/2019,7,FM-16
C,4/21/2019,6.7,FM-15
C,4/21/2019,6.7,FM-16
C,4/21/2019,7.2,FM-16
C,4/21/2019,7.2,FM-15
C,4/21/2019,7.8,FM-15
C,4/21/2019,7.8,FM-16
C,4/21/2019,7.8,FM-15
C,4/21/2019,8.3,FM-15
C,4/21/2019,8.3,FM-16
C,4/21/2019,8,FM-16
C,4/21/2019,7.8,FM-15
C,4/21/2019,8.3,FM-16
C,4/21/2019,9.4,FM-15
C,4/21/2019,9.4,FM-16
C,4/21/2019,10.6,FM-16
C,4/21/2019,10.6,FM-15
C,4/21/2019,10.6,FM-15
C,4/21/2019,10.6,FM-15
C,4/21/2019,11,FM-16
C,4/21/2019,11.1,FM-15
C,4/21/2019,11.1,FM-15
C,4/21/2019,10.6,FM-15
C,4/21/2019,10,FM-15
C,4/21/2019,9.4,FM-15
C,4/21/2019,9.4,FM-15
C,4/21/2019,8.3,FM-15
C,4/22/2019,7.8,FM-15
C,4/22/2019,10,SOD  
C,4/22/2019,8.3,FM-15
C,4/22/2019,6.7,FM-15
C,4/22/2019,6.1,FM-15
C,4/22/2019,7.2,FM-15
C,4/22/2019,5.6,FM-15
C,4/22/2019,6.1,FM-15
C,4/22/2019,7.8,FM-15
C,4/22/2019,10.6,FM-15
C,4/22/2019,12.2,FM-15
C,4/22/2019,12.8,FM-15
C,4/22/2019,13.3,FM-15
C,4/22/2019,15,FM-15
C,4/22/2019,17.2,FM-15
C,4/22/2019,18.3,FM-15
C,4/22/2019,19.4,FM-15
C,4/22/2019,20,FM-15
C,4/22/2019,20.6,FM-15
C,4/22/2019,20.6,FM-15
C,4/22/2019,17.8,FM-15
C,4/22/2019,17.8,FM-15
C,4/22/2019,15.6,FM-15
C,4/22/2019,15.6,FM-15
C,4/22/2019,14.4,FM-15
C,4/23/2019,14.4,FM-15
C,4/23/2019,10,SOD  
C,4/23/2019,13.3,FM-15
C,4/23/2019,13.3,FM-15
C,4/23/2019,13.9,FM-15
C,4/23/2019,13.9,FM-15
C,4/23/2019,14.4,FM-15
C,4/23/2019,15,FM-15
C,4/23/2019,15,FM-15
C,4/23/2019,16.1,FM-15
C,4/23/2019,18.9,FM-15
C,4/23/2019,20,FM-16
C,4/23/2019,20,FM-15
C,4/23/2019,20.6,FM-16
C,4/23/2019,19.4,FM-16
C,4/23/2019,20,FM-15
C,4/23/2019,20.6,FM-15
C,4/23/2019,21.1,FM-15
C,4/23/2019,21.7,FM-15
C,4/23/2019,22.8,FM-15
C,4/23/2019,22.8,FM-15
C,4/23/2019,20.6,FM-15
C,4/23/2019,18.9,FM-15
C,4/23/2019,16.7,FM-15
C,4/23/2019,15.6,FM-15
C,4/23/2019,13.9,FM-15
C,4/23/2019,13.3,FM-15
C,4/23/2019,11.7,FM-15
C,4/24/2019,10.6,FM-15
C,4/24/2019,10,SOD  
C,4/24/2019,8.3,FM-15
C,4/24/2019,7.8,FM-15
C,4/24/2019,7.2,FM-15
C,4/24/2019,7.2,FM-15
C,4/24/2019,6.1,FM-15
C,4/24/2019,5.6,FM-15
C,4/24/2019,7.8,FM-15
C,4/24/2019,8.9,FM-15
C,4/24/2019,10,FM-15
C,4/24/2019,11.7,FM-15
C,4/24/2019,13.3,FM-15
C,4/24/2019,15,FM-15
C,4/24/2019,14.4,FM-15
C,4/24/2019,16.1,FM-15
C,4/24/2019,16.1,FM-15
C,4/24/2019,16.1,FM-15
C,4/24/2019,16.7,FM-15
C,4/24/2019,15.6,FM-15
C,4/24/2019,15.6,FM-15
C,4/24/2019,12.8,FM-15
C,4/24/2019,12.2,FM-15
C,4/24/2019,11.7,FM-15
C,4/24/2019,11.7,FM-15
C,4/25/2019,11.1,FM-15
C,4/25/2019,10,SOD  
C,4/25/2019,10.6,FM-15
C,4/25/2019,10.6,FM-15
C,4/25/2019,10,FM-15
C,4/25/2019,10,FM-15
C,4/25/2019,10.6,FM-15
C,4/25/2019,10.6,FM-15
C,4/25/2019,10.6,FM-16
C,4/25/2019,11.1,FM-15
C,4/25/2019,11.7,FM-15
C,4/25/2019,12.8,FM-15
C,4/25/2019,13.9,FM-15
C,4/25/2019,14.4,FM-15
C,4/25/2019,16.1,FM-15
C,4/25/2019,17.2,FM-16
C,4/25/2019,17.2,FM-15
C,4/25/2019,16.1,FM-16
C,4/25/2019,15.6,FM-16
C,4/25/2019,15,FM-15
C,4/25/2019,15,FM-15
C,4/25/2019,15,FM-16
C,4/25/2019,15,FM-15
C,4/25/2019,15.6,FM-15
C,4/25/2019,15.6,FM-15
C,4/25/2019,16,FM-16
C,4/25/2019,16.1,FM-15
C,4/25/2019,16.1,FM-16
C,4/25/2019,15.6,FM-16
C,4/25/2019,15.6,FM-15
C,4/25/2019,15.6,FM-15
C,4/25/2019,16.1,FM-15
C,4/25/2019,16.1,FM-16
C,4/25/2019,15.6,FM-16
C,4/25/2019,16,FM-16
C,4/25/2019,15.6,FM-15
C,4/26/2019,16.1,FM-16
C,4/26/2019,16,FM-15
C,4/26/2019,10,SOD  
C,4/26/2019,16,FM-15
C,4/26/2019,16.1,FM-15
C,4/26/2019,16.1,FM-15
C,4/26/2019,16,FM-16
C,4/26/2019,15.6,FM-15
C,4/26/2019,15.6,FM-16
C,4/26/2019,15.6,FM-15
C,4/26/2019,15.6,FM-16
C,4/26/2019,15.6,FM-15
C,4/26/2019,15.6,FM-16
C,4/26/2019,14.4,FM-16
C,4/26/2019,13.9,FM-15
C,4/26/2019,13.9,FM-16
C,4/26/2019,13.9,FM-15
C,4/26/2019,11.7,FM-15
C,4/26/2019,10,FM-15
D,4/22/2019,21.1,FM-15
B,4/22/2019,21.1,FM-15
D,4/22/2019,21.7,FM-15
B,4/22/2019,21.7,FM-15
D,4/22/2019,21.7,FM-15
B,4/22/2019,21.7,FM-15
D,4/22/2019,22.2,FM-15
B,4/22/2019,22.2,FM-15
D,4/22/2019,21.1,FM-15
B,4/22/2019,21.1,FM-15
D,4/22/2019,20,FM-15
B,4/22/2019,20,FM-15
D,4/22/2019,18.9,FM-15
B,4/22/2019,18.9,FM-15
D,4/22/2019,17.8,FM-15
B,4/22/2019,17.8,FM-15
D,4/22/2019,17.2,FM-15
B,4/22/2019,17.2,FM-15
D,4/23/2019,15.6,FM-15
B,4/23/2019,15.6,FM-15
D,4/23/2019,10,SOD  
B,4/23/2019,10,SOD  
D,4/23/2019,16.1,FM-15
B,4/23/2019,16.1,FM-15
D,4/23/2019,14.4,FM-15
B,4/23/2019,14.4,FM-15
D,4/23/2019,15,FM-15
B,4/23/2019,15,FM-15
D,4/23/2019,13.9,FM-15
B,4/23/2019,13.9,FM-15
D,4/23/2019,15.6,FM-15
B,4/23/2019,15.6,FM-15
D,4/23/2019,15,FM-15
B,4/23/2019,15,FM-15
D,4/23/2019,16.1,FM-15
B,4/23/2019,16.1,FM-15
D,4/23/2019,17.2,FM-15
B,4/23/2019,17.2,FM-15
D,4/23/2019,18.3,FM-15
B,4/23/2019,18.3,FM-15
D,4/23/2019,19.4,FM-15
B,4/23/2019,19.4,FM-15
D,4/23/2019,20,FM-15
B,4/23/2019,20,FM-15
D,4/23/2019,21.7,FM-15
B,4/23/2019,21.7,FM-15
D,4/23/2019,23.3,FM-15
B,4/23/2019,23.3,FM-15
D,4/23/2019,22.8,FM-15
B,4/23/2019,22.8,FM-15
A,4/13/2019,15.6,FM-16
A,4/13/2019,15.6,FM-16
A,4/13/2019,15.6,FM-16
A,4/13/2019,15.6,FM-15
A,4/13/2019,15.6,FM-16
A,4/13/2019,16.7,FM-16
A,4/13/2019,16.7,FM-15
A,4/13/2019,16.7,FM-16
A,4/13/2019,16.7,FM-16
A,4/13/2019,16.7,FM-16
A,4/13/2019,16.7,FM-15
A,4/13/2019,16.7,FM-16
A,4/13/2019,16.7,FM-15
A,4/13/2019,17,FM-16
A,4/13/2019,16.7,FM-15
A,4/13/2019,17.8,FM-16
A,4/13/2019,18.3,FM-15
A,4/13/2019,20,FM-15
A,4/13/2019,20,FM-16
A,4/13/2019,21.1,FM-15
A,4/13/2019,22.8,FM-15
A,4/13/2019,22.2,FM-15
A,4/13/2019,20.6,FM-15
A,4/13/2019,20,FM-15
A,4/13/2019,18.3,FM-15
A,4/13/2019,17.8,FM-15
A,4/13/2019,16.7,FM-15
A,4/13/2019,16.1,FM-15
A,4/13/2019,16.7,FM-15
A,4/14/2019,16.7,FM-16
A,4/14/2019,16.7,FM-16
A,4/14/2019,17,FM-16
A,4/14/2019,16.1,FM-15
A,4/14/2019,16.1,FM-16
A,4/14/2019,10,SOD  
A,4/14/2019,16.1,FM-16
A,4/14/2019,16.1,FM-16
A,4/14/2019,16.7,FM-15
A,4/14/2019,16.7,FM-16
A,4/14/2019,16.7,FM-16
A,4/14/2019,16.1,FM-15
A,4/14/2019,16.7,FM-16
A,4/14/2019,16.7,FM-16
A,4/14/2019,17,FM-16
A,4/14/2019,16.7,FM-15
A,4/14/2019,16.7,FM-16
A,4/14/2019,16.7,FM-16
A,4/14/2019,16.7,FM-15
A,4/14/2019,16.7,FM-16
A,4/14/2019,16.7,FM-16
A,4/14/2019,16.1,FM-16
A,4/14/2019,17,FM-16
A,4/14/2019,16.7,FM-15
A,4/14/2019,16.7,FM-16
A,4/14/2019,16.7,FM-16
A,4/14/2019,17,FM-16
A,4/14/2019,16.7,FM-15
A,4/14/2019,15.6,FM-15
A,4/14/2019,15,FM-16
A,4/14/2019,15,FM-15
A,4/14/2019,15,FM-16
A,4/14/2019,14.4,FM-16
A,4/14/2019,15.6,FM-16
A,4/14/2019,16.1,FM-15
A,4/14/2019,16.1,FM-16
A,4/14/2019,19,FM-16
A,4/14/2019,18.9,FM-15
A,4/14/2019,19.4,FM-16
A,4/14/2019,19,FM-16
A,4/14/2019,19.4,FM-15
A,4/14/2019,20,FM-15
A,4/14/2019,21.1,FM-15
A,4/14/2019,21.1,FM-15
A,4/14/2019,18.9,FM-15
A,4/14/2019,17.8,FM-16
A,4/14/2019,17.2,FM-16
A,4/14/2019,17,FM-16
A,4/14/2019,17.2,FM-15
A,4/14/2019,17.8,FM-16
A,4/14/2019,17.2,FM-16
A,4/14/2019,17.2,FM-15
A,4/14/2019,16.7,FM-16
A,4/14/2019,16.1,FM-15
A,4/14/2019,16.1,FM-16
A,4/14/2019,15.6,FM-16
A,4/14/2019,15.6,FM-15
A,4/14/2019,16.1,FM-16
A,4/14/2019,16,FM-16
A,4/14/2019,16.1,FM-15
A,4/14/2019,16.7,FM-16
A,4/14/2019,17.2,FM-15
A,4/14/2019,17.2,FM-16
A,4/14/2019,16.7,FM-15
A,4/14/2019,17.2,FM-15
A,4/15/2019,17.2,FM-16
A,4/15/2019,17.2,FM-15
A,4/15/2019,10,SOD  
A,4/15/2019,17.2,FM-16
A,4/15/2019,17.2,FM-15
A,4/15/2019,17.2,FM-15
A,4/15/2019,17.2,FM-16
A,4/15/2019,17.2,FM-16
A,4/15/2019,16.7,FM-16
A,4/15/2019,17,FM-16
A,4/15/2019,16.7,FM-15
A,4/15/2019,16.1,FM-16
A,4/15/2019,16.1,FM-16
A,4/15/2019,16.7,FM-16
A,4/15/2019,16.7,FM-16
A,4/15/2019,17.8,FM-16
A,4/15/2019,17.8,FM-16
A,4/15/2019,18,FM-16
A,4/15/2019,17.8,FM-15
A,4/15/2019,17.8,FM-16
A,4/15/2019,17.8,FM-16
A,4/15/2019,17.8,FM-16
A,4/15/2019,17.2,FM-16
A,4/15/2019,17.2,FM-16
A,4/15/2019,17,FM-16
A,4/15/2019,17.2,FM-15
A,4/15/2019,17.2,FM-16
A,4/15/2019,16.7,FM-16
A,4/15/2019,16.7,FM-15
A,4/15/2019,15.6,FM-16
A,4/15/2019,16,FM-16
A,4/15/2019,15.6,FM-15
A,4/15/2019,15.6,FM-16
A,4/15/2019,15.6,FM-15
A,4/15/2019,16.1,FM-16
A,4/15/2019,18,FM-16
A,4/15/2019,17.8,FM-15
A,4/15/2019,15.6,FM-15
A,4/15/2019,13.9,FM-16
A,4/15/2019,12.8,FM-16
A,4/15/2019,12.8,FM-15
A,4/15/2019,16.1,FM-15
A,4/15/2019,15.6,FM-15
A,4/15/2019,14.4,FM-15
A,4/15/2019,13.3,FM-15
A,4/15/2019,12.2,FM-15
A,4/15/2019,12.2,FM-15
A,4/15/2019,11.7,FM-15
A,4/15/2019,10.6,FM-15
A,4/15/2019,11.1,FM-15
A,4/15/2019,10.6,FM-15
A,4/15/2019,9.4,FM-15
A,4/15/2019,8.3,FM-15
A,4/16/2019,7.8,FM-15
A,4/16/2019,10,SOD  
A,4/16/2019,7.2,FM-15
A,4/16/2019,6.7,FM-15
A,4/16/2019,6.7,FM-15
A,4/16/2019,6.1,FM-15
A,4/16/2019,5.6,FM-15
A,4/16/2019,6.1,FM-15
A,4/16/2019,8.9,FM-15
A,4/16/2019,11.1,FM-15
A,4/16/2019,12.8,FM-15
A,4/16/2019,14.4,FM-15
A,4/16/2019,16.1,FM-15
A,4/16/2019,17.8,FM-15
A,4/16/2019,17.8,FM-15
A,4/16/2019,18.9,FM-15
A,4/16/2019,18.9,FM-15
A,4/16/2019,19.4,FM-15
A,4/16/2019,18.9,FM-15
A,4/16/2019,18.3,FM-15
A,4/16/2019,16.7,FM-15
A,4/16/2019,15.6,FM-15
A,4/16/2019,13.9,FM-15
A,4/16/2019,13.9,FM-15
A,4/16/2019,13.9,FM-15
A,4/17/2019,13.3,FM-15
A,4/17/2019,10,SOD  
A,4/17/2019,13.3,FM-15
A,4/17/2019,12.8,FM-15
A,4/17/2019,12.2,FM-15
A,4/17/2019,11.7,FM-15
A,4/17/2019,11.1,FM-15
A,4/17/2019,11.1,FM-15
A,4/17/2019,11.7,FM-15
A,4/17/2019,12.2,FM-15
A,4/17/2019,13.3,FM-15
A,4/17/2019,14.4,FM-15
A,4/17/2019,12.8,FM-15
A,4/17/2019,13.3,FM-15
A,4/17/2019,13.3,FM-15
A,4/17/2019,12.2,FM-15
A,4/17/2019,13.9,FM-15
A,4/17/2019,13.3,FM-15
A,4/17/2019,11.7,FM-15
A,4/17/2019,11.1,FM-16
A,4/17/2019,10.6,FM-15
A,4/17/2019,11,FM-16
A,4/17/2019,10.6,FM-15
A,4/17/2019,10.6,FM-15
A,4/17/2019,10.6,FM-15
A,4/17/2019,10.6,FM-15
A,4/17/2019,11.1,FM-15
A,4/18/2019,11.7,FM-16
A,4/18/2019,11.7,FM-15
A,4/18/2019,10,SOD  
A,4/18/2019,11.7,FM-16
A,4/18/2019,12.2,FM-16
A,4/18/2019,12.2,FM-15
A,4/18/2019,12.2,FM-15
A,4/18/2019,12.8,FM-15
A,4/18/2019,12.2,FM-15
A,4/18/2019,12.8,FM-15
A,4/18/2019,12.8,FM-15
A,4/18/2019,13.9,FM-15
A,4/18/2019,16.7,FM-15
A,4/18/2019,17.2,FM-16
A,4/18/2019,16.7,FM-15
A,4/18/2019,18.3,FM-15
A,4/18/2019,18.3,FM-15
A,4/18/2019,20,FM-15
A,4/18/2019,21.1,FM-15
A,4/18/2019,21.1,FM-15
A,4/18/2019,21.1,FM-15
A,4/18/2019,20,FM-15
A,4/18/2019,18.3,FM-15
A,4/18/2019,19.4,FM-15
A,4/18/2019,17.8,FM-15
A,4/18/2019,17.2,FM-15
A,4/18/2019,16.1,FM-15
A,4/18/2019,16.1,FM-15
A,4/18/2019,16.1,FM-15
A,4/19/2019,16.7,FM-15
A,4/19/2019,10,SOD  
A,4/19/2019,16.7,FM-15
A,4/19/2019,16.7,FM-15
A,4/19/2019,16.7,FM-15
A,4/19/2019,15.6,FM-15
A,4/19/2019,15.6,FM-16
A,4/19/2019,15.6,FM-15
A,4/19/2019,16.1,FM-15
A,4/19/2019,16.1,FM-16
A,4/19/2019,16.1,FM-16
A,4/19/2019,16.1,FM-15
A,4/19/2019,17.2,FM-15
A,4/19/2019,19.4,FM-15
A,4/19/2019,19.4,FM-15
A,4/19/2019,19,FM-16
A,4/19/2019,19.4,FM-15
A,4/19/2019,21.7,FM-16
A,4/19/2019,21.1,FM-15
A,4/19/2019,21.1,FM-16
A,4/19/2019,21.7,FM-15
A,4/19/2019,21.7,FM-15
A,4/19/2019,21.1,FM-16
A,4/9/2019,10.6,FM-15
A,4/9/2019,10.6,FM-15
A,4/9/2019,11.1,FM-15
A,4/9/2019,9,FM-16
A,4/9/2019,9,FM-16
A,4/9/2019,9.4,FM-15
A,4/9/2019,10,FM-16
A,4/9/2019,10,FM-16
A,4/9/2019,10,FM-16
A,4/9/2019,10,FM-16
A,4/9/2019,10.6,FM-15
A,4/9/2019,11.7,FM-15
A,4/9/2019,12.2,FM-16
A,4/9/2019,11.7,FM-16
A,4/9/2019,11.1,FM-15
A,4/9/2019,11.1,FM-15
A,4/9/2019,11,FM-16
A,4/9/2019,10.6,FM-15
A,4/10/2019,8.9,FM-15
A,4/10/2019,10,SOD  
A,4/10/2019,8.3,FM-15
A,4/10/2019,5,FM-16
A,4/10/2019,5,FM-16
A,4/10/2019,6,FM-16
A,4/10/2019,5.6,FM-15
A,4/10/2019,5.6,FM-16
A,4/10/2019,5.6,FM-16
A,4/10/2019,6.1,FM-16
A,4/10/2019,3.9,FM-16
A,4/10/2019,3.3,FM-16
A,4/10/2019,3.3,FM-16
A,4/10/2019,3,FM-16
A,4/10/2019,3.3,FM-15
A,4/10/2019,3.9,FM-16
A,4/10/2019,3.9,FM-16
A,4/10/2019,3.9,FM-16
A,4/10/2019,2.8,FM-16
A,4/10/2019,2.8,FM-16
A,4/10/2019,2.8,FM-16
A,4/10/2019,3.9,FM-16
A,4/10/2019,3.9,FM-16
A,4/10/2019,3.9,FM-16
A,4/10/2019,4,FM-16
A,4/10/2019,4,FM-16
A,4/10/2019,3.9,FM-15
A,4/10/2019,3.3,FM-16
A,4/10/2019,3.3,FM-16
A,4/10/2019,5,FM-15
A,4/10/2019,5,FM-16
A,4/10/2019,5,FM-16
A,4/10/2019,5,FM-16
A,4/10/2019,5.6,FM-16
A,4/10/2019,5.6,FM-15
A,4/10/2019,5.6,FM-16
A,4/10/2019,6.1,FM-16
A,4/10/2019,6.1,FM-16
A,4/10/2019,6.7,FM-16
A,4/10/2019,8.3,FM-15
A,4/10/2019,12.8,FM-15
A,4/10/2019,14.4,FM-15
A,4/10/2019,17.2,FM-15
A,4/10/2019,18.3,FM-15
A,4/10/2019,18.3,FM-15
A,4/10/2019,17.2,FM-15
A,4/10/2019,17.8,FM-15
A,4/10/2019,17.2,FM-15
A,4/10/2019,17.2,FM-15
A,4/10/2019,16.7,FM-15
A,4/10/2019,16.1,FM-15
A,4/10/2019,10,FM-15
A,4/10/2019,8.9,FM-15
A,4/10/2019,8.3,FM-15
A,4/10/2019,8.3,FM-15
A,4/10/2019,7.8,FM-15
A,4/11/2019,5,FM-15
A,4/11/2019,10,SOD  
A,4/11/2019,4.4,FM-15
A,4/11/2019,5,FM-15
A,4/11/2019,5,FM-15
A,4/11/2019,3.9,FM-15
A,4/11/2019,3.9,FM-15
A,4/11/2019,6.1,FM-15
A,4/11/2019,7.2,FM-15
A,4/11/2019,7.8,FM-15
A,4/11/2019,8.9,FM-15
A,4/11/2019,8.9,FM-15
A,4/11/2019,8.9,FM-15
A,4/11/2019,10,FM-15
A,4/11/2019,10,FM-15
A,4/11/2019,9.4,FM-15
A,4/11/2019,9.4,FM-15
A,4/11/2019,8.9,FM-15
A,4/11/2019,8.3,FM-15
A,4/11/2019,7.8,FM-16
A,4/11/2019,7.8,FM-15
A,4/11/2019,7.8,FM-15
A,4/11/2019,7.8,FM-15
A,4/11/2019,7.8,FM-15
A,4/11/2019,8.3,FM-15
A,4/11/2019,8.9,FM-15
A,4/12/2019,8.9,FM-16
A,4/12/2019,8.9,FM-15
A,4/12/2019,10,SOD  
A,4/12/2019,9.4,FM-15
A,4/12/2019,9.4,FM-15
A,4/12/2019,9.4,FM-16
A,4/12/2019,10,FM-16
A,4/12/2019,10,FM-15
A,4/12/2019,10,FM-15
A,4/12/2019,10.6,FM-15
A,4/12/2019,11.1,FM-15
A,4/12/2019,12.8,FM-15
A,4/12/2019,15.6,FM-15
A,4/12/2019,18.3,FM-15
A,4/12/2019,20.6,FM-15
A,4/12/2019,21.1,FM-15
A,4/12/2019,20.6,FM-15
A,4/12/2019,20.6,FM-15
A,4/12/2019,20.6,FM-15
A,4/12/2019,20,FM-15
A,4/12/2019,18.3,FM-15
A,4/12/2019,17.2,FM-15
A,4/12/2019,17.2,FM-15
A,4/12/2019,17.2,FM-15
A,4/12/2019,17.2,FM-15
A,4/12/2019,16.7,FM-15
A,4/12/2019,16.7,FM-16
A,4/12/2019,16,FM-16
A,4/12/2019,16.1,FM-15
A,4/12/2019,16.1,FM-15
A,4/13/2019,15.6,FM-16
A,4/13/2019,15,FM-15
A,4/13/2019,10,SOD  
A,4/13/2019,15,FM-15
A,4/13/2019,15.6,FM-16
A,4/13/2019,16.1,FM-15
A,4/13/2019,15.6,FM-15
A,4/13/2019,16,FM-16
A,4/13/2019,15.6,FM-15
A,4/13/2019,15.6,FM-16
A,4/13/2019,14.4,FM-16
A,4/13/2019,14,FM-16
A,4/13/2019,14.4,FM-15
A,4/13/2019,14.4,FM-16
A,4/13/2019,15,FM-16
A,4/13/2019,15.6,FM-15
C,4/1/2019,-1.7,FM-15
C,4/1/2019,-5.3,SOD  
C,4/1/2019,-5.3,SOM  
C,4/1/2019,-2.2,FM-16
C,4/1/2019,-2.2,FM-16
C,4/1/2019,-2.2,FM-15
C,4/1/2019,-2.2,FM-15
C,4/1/2019,-2.8,FM-16
C,4/1/2019,-3,FM-16
C,4/1/2019,-2.8,FM-15
C,4/1/2019,-3.3,FM-15
C,4/1/2019,-4.4,FM-15
C,4/1/2019,-5,FM-15
C,4/1/2019,-3.9,FM-15
C,4/1/2019,-2.2,FM-15
C,4/1/2019,-0.6,FM-15
C,4/1/2019,0,FM-15
C,4/1/2019,1.7,FM-15
C,4/1/2019,2.2,FM-15
C,4/1/2019,2.8,FM-15
C,4/1/2019,3.3,FM-15
C,4/1/2019,4.4,FM-15
C,4/1/2019,3.9,FM-15
C,4/1/2019,5,FM-15
C,4/1/2019,4.4,FM-15
C,4/1/2019,3.3,FM-15
C,4/1/2019,2.8,FM-15
C,4/1/2019,2.2,FM-15
C,4/1/2019,0.6,FM-15
C,4/1/2019,0.6,FM-15
C,4/2/2019,0,FM-15
C,4/2/2019,-5.3,SOD  
C,4/2/2019,0.6,FM-15
C,4/2/2019,-0.6,FM-15
C,4/2/2019,-0.6,FM-15
C,4/2/2019,-0.6,FM-15
C,4/2/2019,-0.6,FM-15
C,4/2/2019,-0.6,FM-15
C,4/2/2019,0,FM-15
C,4/2/2019,1.1,FM-15
C,4/2/2019,2.8,FM-15
C,4/2/2019,5,FM-15
C,4/2/2019,6.1,FM-15
C,4/2/2019,7.2,FM-15
C,4/2/2019,7.2,FM-15
C,4/2/2019,7.8,FM-15
C,4/2/2019,7.8,FM-15
C,4/2/2019,8.9,FM-15
C,4/2/2019,9.4,FM-15
C,4/2/2019,8.9,FM-15
C,4/2/2019,5.6,FM-15
C,4/2/2019,5.6,FM-15
C,4/2/2019,5,FM-15
C,4/2/2019,5,FM-15
C,4/2/2019,6.1,FM-15
C,4/3/2019,5,FM-15
C,4/3/2019,-5.3,SOD  
C,4/3/2019,3.9,FM-15
C,4/3/2019,4.4,FM-15
C,4/3/2019,5.6,FM-15
C,4/3/2019,5.6,FM-15
C,4/3/2019,5,FM-15
C,4/3/2019,3.9,FM-15
C,4/3/2019,4.4,FM-15
C,4/3/2019,6.7,FM-15
C,4/3/2019,8.3,FM-15
C,4/3/2019,10,FM-15
C,4/3/2019,11.1,FM-15
C,4/3/2019,11.7,FM-15
C,4/3/2019,12.2,FM-15
C,4/3/2019,13.3,FM-15
C,4/3/2019,13.3,FM-15
C,4/3/2019,13.3,FM-15
C,4/3/2019,12.8,FM-15
